"Код","Артикул","Наименование","Полное наименование","Цена дил.","Цена роз.","Статус","Остаток","Заказ"
"Мобильные телефоны и аксессуары","","","","","","","",""
"Мобильные телефоны","","","","","","","",""
"38325","ИКБ-Т-А24-8,0 кН","Кабель оптоволоконный ИКБ-Т-А24-8,0 кН","Кабель оптоволоконный, Интегра, ИКБ-Т-А24-8,0 кН, предназначен для прокладки в грунт на основе центральной трубки.","500","550","",">6000",""
"25380","ОКБ-0,22-32П-7кН","Кабель оптоволоконный ОКБ-0,22-32П-7кН","Кабель оптоволоконный, СКО, ОКБ-0.22-32П-7кН, предназначен для прокладки в грунт на основе модульной конструкции.","360","396","","1550",""
"38331","ИКБ-М4П-А32-8,0 кН","Кабель оптоволоконный ИКБ-М4П-А32-8,0 кН","Кабель оптоволоконный, Интегра, ИКБ-М4П-А32-8,0 кН, предназначен для прокладки в грунт на основе модульной конструкции.","480","528","",">6000",""
"38332","ИКБ-М4П-А36-8,0 кН","Кабель оптоволоконный ИКБ-М4П-А36-8,0 кН","Кабель оптоволоконный, Интегра, ИКБ-М4П-А36-8,0 кН, предназначен для прокладки в грунт на основе модульной конструкции.","550","605","","6000",""
"38333","ИКБ-М4П-А48-8,0 кН","Кабель оптоволоконный ИКБ-М4П-А48-8,0 кН","Кабель оптоволоконный, Интегра, ИКБ-М4П-А48-8,0 кН, предназначен для прокладки в грунт на основе модульной конструкции.","600","660","",">6000",""
"25381","ОКБ-0,22-48П-7кН","Кабель оптоволоконный ОКБ-0,22-48П-7кН","Кабель оптоволоконный, СКО, ОКБ-0.22-48П-7кН, предназначен для прокладки в грунт на основе модульной конструкции.","1","1","","0",""
"38324","ИКБ-Т-А16-8,0 кН","Кабель оптоволоконный ИКБ-Т-А16-8,0 кН","Кабель оптоволоконный, Интегра, ИКБ-Т-А16-8,0 кН, предназначен для прокладки в грунт на основе центральной трубки.","1","1","","0",""
"38328","ИКБнг(А)-HF-Т-В8-6.0","Кабель оптоволоконный ИКБнг(А)-HF-Т-В8-6.0 кН","Кабель оптоволоконный, Интегра, ИКБнг(А)-HF-Т-В8-6.0, предназначен для прокладки в грунт и канализацию в негорючей оболочке при групповой прокладке с броней из круглых стальных оцинкованных проволок, многомод.","1","1","","0",""
"В кабельную канализацию","","","","","","","",""
"25352","ОКЛм-0,22-4П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-4П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0,22-4П-2.7 кН, броня из стальной гофрированной ленты, без промежуточной оболочки для прокладки в кабельную канализацию в модульной констркуции.","157","173","","475",""
"33502","ИКСЛ-Т-А4-2.7  ","Кабель оптоволоконный ИКСЛ-Т-А4-2.7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-Т-А4-2.7 кН, в центральной трубке, прокладки в грунтах 1-3 групп, в том числе, зараженных грызунами, а также в кабельной канализации, трубах, по мостам и эстакадам, а также для прокладки в асфальтовом или бетонном покрытии дорог","225","270","",">6000",""
"33720","ИКСЛ-Т-А8-2.7 кН  ","Кабель оптоволоконный ИКСЛ-Т-А8-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-Т-А8-2.7 кН, в центральной трубке ,прокладки в грунтах 1-3 групп, в том числе, зараженных грызунами, а также в кабельной канализации, трубах, по мостам и эстакадам, а также для прокладки в асфальтовом или бетонном покрытии дорог","240","264","",">6000",""
"36384","ИКСЛ-М4П-А8-2.7 кН  ","Кабель оптоволоконный ИКСЛ-М4П-А8-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-М4П-А8-2.7 кН, бронированный стальной гофрированной ламинированной лентой, для прокладки в кабельную канализацию в модульной конструкции","305","347","",">6000",""
"25357","ОКЛм-0,22-8П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-8П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0.22-8П-2.7 кН, броня из стальной гофрированной ленты для прокладки в кабельную канализацию в модульной констркуции.","197","242","","534",""
"33721","ИКСЛ-Т-А12-2.7 кН","Кабель оптоволоконный ИКСЛ-Т-А12-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-Т-А12-2.7 кН, в центральной трубке ,применяется для прокладки в грунтах 1-3 групп, в том числе, зараженных грызунами, а также в кабельной канализации, трубах, по мостам и эстакадам, а также для прокладки в асфальтовом или бетонном покрытии дорог","275","303","",">6000",""
"36383","ИКСЛ-М4П-А12-2.7 кН","Кабель оптоволоконный ИКСЛ-М4П-А12-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-М4П-А12-2.7 кН, в модульной конструкции ,применяется для прокладки в грунтах 1-3 групп, в том числе, зараженных грызунами, а также в кабельной канализации, трубах, по мостам и эстакадам, а также для прокладки в асфальтовом или бетонном покрытии дорог","280","330","",">6000",""
"32554","ОКЛм-0,22-12П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-12П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0,22-12П-2.7 кН, броня из стальной гофрированной ленты для прокладки в кабельную канализацию в модульной констркуции.","330","363","",">6000",""
"33722","ИКСЛ-Т-А16-2.7 кН  ","Кабель оптоволоконный ИКСЛ-Т-А16-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-Т-А16-2.7 кН, в центральной трубке ,применяется для прокладки в грунтах 1-3 групп, в том числе, зараженных грызунами, а также в кабельной канализации, трубах, по мостам и эстакадам, а также для прокладки в асфальтовом или бетонном покрытии дорог","300","330","","3600",""
"25359","ОКЛм-0,22-16П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-16П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0,22-16П-2.7 кН, броня из стальной гофрированной ленты для прокладки в кабельную канализацию в модульной констркуции.","350","440","",">6000",""
"36382","ИКСЛ-М4П-А16-2.7 кН  ","Кабель оптоволоконный ИКСЛ-М4П-А16-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-М4П-А16-2.7 кН, бронированный стальной гофрированной ламинированной лентой, для прокладки в кабельную канализацию в модульной конструкции","330","385","","3275",""
"33723","ИКСЛ-Т-А24-2.7 кН ","Кабель оптоволоконный ИКСЛ-Т-А24-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-Т-А24-2.7 кН, в центральной трубке , применяется для прокладки в грунтах 1-3 групп, в том числе, зараженных грызунами, а также в кабельной канализации, трубах, по мостам и эстакадам, а также для прокладки в асфальтовом или бетонном покрытии дорог","350","385","","0",""
"36381","ИКСЛ-М4П-А24-2.7 кН ","Кабель оптоволоконный ИКСЛ-М4П-А24-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-М4П-А24-2.7 кН, бронированный стальной гофрированной ламинированной лентой, для прокладки в кабельную канализацию в модульной конструкции","353","429","","0",""
"33724","ИКСЛ-М4П-А32-2.7 кН","Кабель оптоволоконный ИКСЛ-М4П-А32-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-М4П-А32-2.7 кН, в канализацию, бронированный стальной гофрированной ламинированной лентой в модульной конструкций","450","525","","3000",""
"25362","ОКЛм-0,22-32П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-32П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0.22-32П-2.7 кН, броня из стальной гофрированной ленты для прокладки в кабельную канализацию в модульной констркуции.","450","545","","0",""
"32034","ОКЛм-0,22-36П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-36П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0.22-36П-2.7 кН, броня из стальной гофрированной ленты для прокладки в кабельную канализацию в модульной констркуции.","450","540","","0",""
"33729","ИКСЛ-М4П-А36-2.7 кН  ","Кабель оптоволоконный ИКСЛ-М4П-А36-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-М4П-А36-2.7 кН, бронированный стальной гофрированной ламинированной лентой, для прокладки в кабельную канализацию в модульной конструкции","450","495","","1147",""
"25363","ОКЛм-0,22-48П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-48П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0.22-48П-2.7 кН, броня из стальной гофрированной ленты для прокладки в кабельную канализацию в модульной констркуции.","530","583","","6000",""
"33730","ИКСЛ-М4П-А48-2.7 кН","Кабель оптоволоконный ИКСЛ-М4П-А48П-2,7 кН","Кабель оптоволоконный, Интегра, ИКСЛ-М4П-А48-2.7 кН, бронированный стальной гофрированной ламинированной лентой, для прокладки в кабельную канализацию в модульной конструкции","530","583","",">6000",""
"25360","ОКЛм-0,22-24П-2,7 кН","Кабель оптоволоконный ОКЛм-0,22-24П-2,7 кН","Кабель оптоволоконный, СКО, ОКЛм-0.22-24П-2.7 кН, броня из стальной гофрированной ленты для прокладки в кабельную канализацию в модульной констркуции.","1","1","","0",""
"Подвесные самонесущие","","","","","","","",""
"28935","ОККМC-0,22(G.652.D)-4-6кН","Кабель оптоволоконный ОККМC-0,22(G.652.D)-4-6кН","Кабель оптоволоконный, СКО, ОККМC-0,22(G.652.D)-4-6кН, предназначен для воздушной прокладки-на опорах линий связи, контактной сети железных дорог, опорах линий электропередач в точках с максимальной величиной потенциала электрического поля до 12 кВ, между зданиями и сооружениями.","195","215","","240",""
"28937","ОККМC-0,22(G.652.D)-12-6кН","Кабель оптоволоконный ОККМC-0,22(G.652.D)-12-6кН","Кабель оптоволоконный, СКО, ОККМC-0,22(G.652.D)-12-6кН, предназначен для воздушной прокладки-на опорах линий связи, контактной сети железных дорог, опорах линий электропередач в точках с максимальной величиной потенциала электрического поля до 12 кВ, между зданиями и сооружениями.","280","364","","0",""
"28938","ОККМC-0,22(G.652.D)-16-6кН","Кабель оптоволоконный ОККМC-0,22(G.652.D)-16-6кН","Кабель оптоволоконный, СКО, ОККМC-0,22(G.652.D)-16-6кН, предназначен для воздушной прокладки-на опорах линий связи, контактной сети железных дорог, опорах линий электропередач в точках с максимальной величиной потенциала электрического поля до 12 кВ, между зданиями и сооружениями.","260","286","","1000",""
"28939","ОККМC-0,22(G.652.D)-24-6кН","Кабель оптоволоконный ОККМC-0,22(G.652.D)-24-6кН","Кабель оптоволоконный, СКО, ОККМC-0,22(G.652.D)-24-6кН, предназначен для воздушной прокладки-на опорах линий связи, контактной сети железных дорог, опорах линий электропередач в точках с максимальной величиной потенциала электрического поля до 12 кВ, между зданиями и сооружениями.","300","330","","5960",""
"28936","ОККМC-0,22(G.652.D)-8-6кН","Кабель оптоволоконный ОККМC-0,22(G.652.D)-8-6кН","Кабель оптоволоконный, СКО, ОККМC-0,22(G.652.D)-8-6кН, предназначен для воздушной прокладки-на опорах линий связи, контактной сети железных дорог, опорах линий электропередач в точках с максимальной величиной потенциала электрического поля до 12 кВ, между зданиями и сооружениями.","1","1","","0",""
"32153","ОККМC-0,22(G.652.D)-32-6кН","Кабель оптоволоконный ОККМC-0,22(G.652.D)-32-6кН","Кабель оптоволоконный, СКО, ОККМC-0,22(G.652.D)-32-6кН, предназначен для воздушной прокладки-на опорах линий связи, контактной сети железных дорог, опорах линий электропередач в точках с максимальной величиной потенциала электрического поля до 12 кВ, между зданиями и сооружениями.","1","1","","0",""
"В трубы","","","","","","","",""
"25364","ОКГ-0,22-4П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-4П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0.22-4П-2.7 кН, предназначен для прокладки в защитных пластмассовых трубах на основе модульной конструкции.","185","204","","5510",""
"33749","ИК-М4П-А8-2.7 ","Кабель оптоволоконный ИК-М4П-А8-2.7кН","Кабель оптоволоконный, Интегра, ИК-М4П-А8-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","150","166","","210",""
"25367","ОКГ-0,22-8П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-8П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0,22-8П-2.7 кН, предназначен для прокладки в защитных пластмассовых трубах на основе модульной конструкции.","150","165","","96",""
"43103","ИК-М5П-А8-2.7 ","Кабель оптоволоконный ИК-М5П-А8-2.7кН","Кабель оптоволоконный, Интегра, ИК-М5П-А8-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","257","283","",">6000",""
"49146","ИК-М5П-А12-2.7 ","Кабель оптоволоконный ИК-М5П-А12-2.7кН","Кабель оптоволоконный, Интегра, ИК-М5П-А12-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","300","360","","6000",""
"31207","ОКГ-0,22-12П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-12П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0.22-12П-2.7 кН, предназначен для прокладки в защитных пластмассовых трубах на основе модульной конструкции.","160","176","","3515",""
"33750","ИК-М4П-А12-2.7 ","Кабель оптоволоконный ИК-М4П-А12-2.7кН","Кабель оптоволоконный, Интегра, ИК-М4П-А12-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","160","176","","4120",""
"25371","ОКГ-0,22-16П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-16П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0.22-16П-2,7 кН, предназначен для прокладки в защитных пластмассовых трубах на основе модульной конструкции.","240","324","",">6000",""
"33751","ИК-М4П-А16-2.7","Кабель оптоволоконный ИК-М4П-А16-2.7кН","Кабель оптоволоконный, Интегра, ИК-М4П-А16-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","220","242","","1070",""
"25372","ОКГ-0,22-24П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-24П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0.22-24П-2,7 кН, предназначен для прокладки в защитных пластмассовы трубах на основе модульной конструкции.","285","342","",">6000",""
"33752","ИК-М4П-А24-2.7 ","Кабель оптоволоконный ИК-М4П-А24-2.7кН","Кабель оптоволоконный, Интегра, ИК-М4П-А24-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","215","237","","330",""
"43104","ИК-М4П-А24-2.7 ","Кабель оптоволоконный ИК-М5П-А24-2.7кН","Кабель оптоволоконный, Интегра, ИК-М5П-А24-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","365","402","",">6000",""
"25373","ОКГ-0,22-32П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-32П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0.22-32П-2,7 кН, предназначен для прокладки в защитных пластмассовых трубах на основе модульной конструкции.","205","226","",">6000",""
"33753","ИК-М4П-А32-2.7 ","Кабель оптоволоконный ИК-М4П-А32-2.7кН","Кабель оптоволоконный, Интегра, ИК-М4П-А32-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","240","264","",">6000",""
"32556","ОКГ-0,22-36П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-36П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0.22-36П-2,7 кН, предназначен для прокладки в защитных пластмассовых трубах на основе модульной конструкции.","230","253","","1100",""
"33754","ИК-М4П-А36-2.7 ","Кабель оптоволоконный ИК-М4П-А36-2.7кН","Кабель оптоволоконный, Интегра, ИК-М4П-А36-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","265","292","","4995",""
"33755","ИК-М4П-А48-2.7","Кабель оптоволоконный ИК-М4П-А48-2.7кН","Кабель оптоволоконный, Интегра, ИК-М4П-А48-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","370","407","",">6000",""
"25374","ОКГ-0,22-48П-2,7 кН","Кабель оптоволоконный ОКГ-0,22-48П-2,7 кН","Кабель оптоволоконный, СКО, ОКГ-0.22-48П-2,7 кН, предназначен для прокладки в защитных пластмассовых трубах на основе модульной конструкции.","350","385","","4660",""
"43388","ИК-М5П-А4-2.7 ","Кабель оптоволоконный ИК-М5П-А4-2.7кН","Кабель оптоволоконный, Интегра, ИК-М5П-А4-2.7кН, модульной конструкции, для прокладки в защитных пластмассовых трубах (ЗПТ), в том числе методом пневмопрокладки","251","301","",">4000",""
"Городские подвесные, диэлектрические (плоские)","","","","","","","",""
"32150","ОКПК-0,22-1(G.652D) 1,2кН","Кабель оптоволоконный ОКПК-0,22-1(G.652D) 1,2кН","Кабель оптоволоконный, СКО, ОКПК-0,22-1(G.652D) 1,2кН,(flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","60","66","","237",""
"38941","ИК/Д2-Т-А1-1.1 кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А1-1.1 кН (плоский)","Кабель оптоволоконный, Интегра,ИК/Д2-Т-А1-1.1 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","100","120","",">6000",""
"34827","ИК/Д2-Т-А2-1.1 кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А2-1.1 кН (плоский)","Кабель оптоволоконный, Интегра,ИК/Д2-Т-А2-1.1 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","120","144","",">6000",""
"34828","ИК/Д2-Т-А4-1.1 кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А4-1.1 кН (плоский)","Кабель оптоволоконный, Интегра, ИК/Д2-Т-А4-1.1 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","135","162","",">6000",""
"39831","ИК/Д2-Т-А6-1.1 кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А6-1.1 кН (плоский)","Кабель оптоволоконный, Интегра, ИК/Д2-Т-А6-1.1 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","140","154","",">6000",""
"34829","ИК/Д2-Т-А8-1.2кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А8-1.2 кН (плоский)","Кабель оптоволоконный, Интегра,ИК/Д2-Т-А8-1.2 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","145","174","",">6000",""
"37310","ИК/Д2-Т-А12-1.9 кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А12-1.9 кН (плоский)","Кабель оптоволоконный,Интегра, ИК/Д2-Т-А12-1.9 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","180","198","",">6000",""
"38479","ИК/Д2-Т-А16-1.9 кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А16-1.9 кН (плоский)","Кабель оптоволоконный,Интегра, ИК/Д2-Т-А16-1.9 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","225","270","",">6000",""
"37546","ИК/Д2-Т-А24-1.4 кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А24-1.4 кН (плоский)","Кабель оптоволоконный, Интегра, ИК/Д2-Т-А24-1.4 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","300","330","",">6000",""
"41651","ИК/Д-М4П-А48-6.0 (плоский)","Кабель оптоволоконный ИК/Д-М4П-А48-6.0 кН","Кабель оптоволоконный, Интегра, ИК/Д-М4П-А48-6.0 кН, подвесной кабель с внешним несущим элементом (стеклопластиковый пруток)","700","840","",">4000",""
"47270","ИК/Д2-Т-А8-1.8кН (плоский)","Кабель оптоволоконный ИК/Д2-Т-А8-1.8 кН (плоский)","Кабель оптоволоконный, Интегра,ИК/Д2-Т-А8-1.8 кН (плоский), предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","145","160","","0",""
"25390","ОКПК-0,22-2(G.652D) 1,4кН","Кабель оптоволоконный ОКПК-0,22-2(G.652D) 1,4кН","Кабель оптоволоконный, СКО, ОКПК-0,22-2(G.652D) 1,4кН,(flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","1","1","","0",""
"27800","ОКПК-0,22-4(G.652D) 1,2кН","Кабель оптоволоконный ОКПК-0,22-4(G.652D) 1,2кН","Кабель оптоволоконный, СКО, ОКПК-0,22-4(G.652D) 1,2кН, (flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","1","1","","0",""
"26997","ОКПК-0,22-12(G.652D) 1,9кН","Кабель оптоволоконный ОКПК-0,22-12(G.652D) 1,9кН","Кабель оптоволоконный, СКО, ОКПК-0,22-12(G.652D) 1.9кН,(flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","1","1","","0",""
"25393","ОКПК-0,22-16(G.652D) 1,9кН","Кабель оптоволоконный ОКПК-0,22-16(G.652D) 1,9кН","Кабель оптоволоконный, СКО, ОКПК-0,22-16(G.652D) 1.9кН, (flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","190","228","","0",""
"28507","ОКПК-0,22-24(G.652D) 1,4кН","Кабель оптоволоконный ОКПК-0,22-24(G.652D) 1,4кН","Кабель оптоволоконный, СКО, ОКПК-0,22-24(G.652D) 1.4кН, (flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","1","1","","0",""
"26994","ОКПК-0,22-8(G.652.D) 1,2кН","Кабель оптоволоконный ОКПК-0,22-8(G.652.D) 1,2кН","Кабель оптоволоконный, СКО, ОКПК-0,22-8(G.652.D) 1,2кН, (flat drop) предназначен для подвеса на опорах линий связи.","1","1","","0",""
"25392","ОКПК-0,22-8(G.652D) 1,4кН","Кабель оптоволоконный ОКПК-0,22-8(G.652D) 1,4кН","Кабель оптоволоконный, СКО, ОКПК-0,22-8(G.652D) 1.4кН, (flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","1","1","","0",""
"25391","ОКПК-0,22-4(G.652D) 1,4кН","Кабель оптоволоконный ОКПК-0,22-4(G.652D) 1,4кН","Кабель оптоволоконный, СКО, ОКПК-0,22-4(G.652D) 1,4кН, (flat drop) предназначены для подвеса на опорах линий связи, между зданиями и сооружениями.","1","1","","0",""
"Подвесные самонесущие диэлектрические (круглые)","","","","","","","",""
"28930","ИК-Т-А2-1.0 кН","Кабель оптоволоконный ИК-Т-А2-1.0 кН( круглый)","Кабель оптоволоконный, Интегра, ИК-Т-А2-1.0 кН, подвесной круглый с двумя периферийными силовыми элементами","120","168","",">6000",""
"28919","ИК-Т-А4-1.0 кН","Кабель оптоволоконный ИК-Т-А4-1.0 кН (круглый)","Кабель оптоволоконный, Интегра, ИК-Т-А4-1.0 кН, подвесной круглый с двумя периферийными силовыми элементами","110","154","","3670",""
"28931","ИК-Т-А8-1.0 кН (OSTC-14553) ","Кабель оптоволоконный ИК-Т-А8-1.0 кН (круглый)","Кабель оптоволоконный, Интегра, ИК-Т-А8-1.0 кН, подвесной круглый с двумя периферийными силовыми элементами","140","196","",">6000",""
"28932","ИК-Т-А12-1.0 кН (OSTC-14554)","Кабель оптоволоконный ИК-Т-А12-1.0 кН (круглый)","Кабель оптоволоконный, Интегра, ИК-Т-А12-1.0 кН, подвесной круглый с двумя периферийными силовыми элементами","180","252","","3935",""
"28933","ИК-Т-А16-1.0 кН (круглый)","Кабель оптоволоконный ИК-Т-А16-1.0 кН (круглый)","Кабель оптоволоконный, Интегра, ИК-Т-А16-1.0 кН, подвесной круглый с двумя периферийными силовыми элементами","250","350","","5000",""
"Локальные","","","","","","","",""
"33818","ИКнг(А)-HF-М4П-А2-0.4кН  ","Кабель оптоволоконный ИКнг(А)-HF-М4П-А2-0.4 кН","Кабель оптоволоконный, Интегра,ИКнг(А)-HF-М4П-А2-0.4 кН, модульной конструкции, в негорючей оболочке применяется внутри помещений, зданий и сооружений, а также для прокладки внутри шахт","220","300","",">6000",""
"33819","ИКнг(А)-HF-М4П-А4-0.4кН ","Кабель оптоволоконный ИКнг(А)-HF-М4П-А4-0.4 кН","Кабель оптоволоконный, Интегра,ИКнг(А)-HF-М4П-А4-0.4 кН, в негорючей оболочке применяется внутри помещений, зданий и сооружений, а также для прокладки внутри шахт","180","198","","4320",""
"33820","ИКнг(А)-HF-М4П-А8-0.4кН ","Кабель оптоволоконный ИКнг(А)-HF-М4П-А8-0.4 кН","Кабель оптоволоконный, Интегра,ИКнг(А)-HF-М4П-А8-0.4 кН, в негорючей оболочке применяется внутри помещений, зданий и сооружений, а также для прокладки внутри шахт","280","336","","5555",""
"33821","ИКнг(А)-HF-М4П-А12-0.4кН ","Кабель оптоволоконный ИКнг(А)-HF-М4П-А12-0.4 кН","Кабель оптоволоконный, Интегра,ИКнг(А)-HF-М4П-А12-0.4 кН, в негорючей оболочке применяется внутри помещений, зданий и сооружений, а также для прокладки внутри шахт","200","220","",">6000",""
"25394","ОКПАнг(А)-HF-1(G.657.A)-С/С-1,","Кабель оптоволоконный ОКПАнг(А)-HF-1(G.657.A)-С/С-1,2 кН","Кабель оптоволоконный, СКО,ОКПАнг(А)-HF-1(G.657.A)-С/С-1,2 кН, предназначен для прокладки внутри помещений, чердачных помещений, в трубах, коробах, лотках, а так же, допускается протяжка между зданиями и опорами (до 50м для второй климатической зоны)","1","1","","0",""
"25395","ОКПАнг(А)-HF-2(G.657.A)-С/С-1,","Кабель оптоволоконный ОКПАнг(А)-HF-2(G.657.A)-С/С-1,2 кН","Кабель оптоволоконный, СКО, ОКПАнг(А)-HF-2(G.657.A)-С/С-1,2 кН, предназначен для прокладки внутри помещений, чердачных помещений, в трубах, коробах, лотках, а так же, допускается протяжка между зданиями и опорами (до 50м для второй климатической зоны)","1","1","","0",""
"Сварочные аппараты и рефлектометры для оптоволокна","","","","","","","",""
"41065"," INNO Instrument","Аппарат для сварки оптических волокон INNO Instrument Max-100","Аппарат для сварки оптических волокон, INNO Instrument, Max-100, выравнивание по оболочке оптического волокна (активные V-канавки)","650000","700000","","11",""
"41064"," INNO Instrument","Аппарат для сварки оптических волокон INNO Instrument View6S","Аппарат для сварки оптических волокон, INNO Instrument, View6S, выравнивание по сердцевине","2050000","2150000","","1",""
"42821","Рефлектометр оптический VIEW50","Рефлектометр оптический INNO Instrument VIEW500","Рефлектометр оптический INNO Instrument, VIEW, 500, для измерений волоконно-оптических линий","2500000","2750000","","5",""
"44401","Прецизионный скалыватель INNO ","Прецизионный скалыватель INNO Instrument V7e (Обрезка оптического волокна)","Прецизионный скалыватель, INNO Instrument, V7e, (Обрезка оптического волокна)","120000","140000","","5",""
"46990","Рефлектометр оптический A870","Рефлектометр оптический INNO Instrument A870","Рефлектометр оптический INNO Instrument, A, 870, для измерений волоконно-оптических линий","800000","880000","","1",""
"44406","INNO INSTRUMENT Е-14","Электроды сменные INNO Instrument Е-14","Электроды сменные, INNO Instrument, Е-14, для Аппаратов для сварки оптических волокон","20000","23000","","10",""
"46991","IN-VFL-10","Визуальный локатор повреждений IN-VFL-10 (новый)","Визуальный локатор повреждений, INNO Instrument, IN-VFL-10, для измерений волоконно-оптических линий","23000","25300","","47",""
"44405","INNO INSTRUMENT V7e","Электроды сменные INNO Instrument Е-50","Электроды сменные, INNO Instrument, Е-50, для Аппаратов для сварки оптических волокон View-6S, IFS-10/IFS-15S/H (совместимы с Fujikura ELCT2-20A)","25000","29000","","9",""
"46992","Лезвие скалывателя INNO Instru","Лезвие скалывателя INNO Instrument B-27","Лезвие скалывателя, INNO Instrument, B-27,(Обрезка оптического волокна)","26403","29043","","10",""
"Оптоволоконные патч корды 2.0 Simplex Одномод","","","","","","","",""
"21513","","Патч Корд Оптоволоконный SC/UPC-SC/UPC SM 9/125 Simplex 2.0мм 1 м","Патч корд оптоволоконный,, SC/UPC-SC/UPC SM 9/125 Simplex 2.0мм 1 м, LSZH","835","919","","0",""
