"Код","Артикул","Наименование","Полное наименование","Цена дил.","Цена роз.","Статус","Остаток","Заказ"
"Мобильные телефоны и аксессуары","","","","","","","",""
"Мобильные телефоны","","","","","","","",""
"43060","WT2001","Смарт часы 70Mai Maimo Watch R GPS Золотистый","Смарт часы, 70Mai, Maimo Watch R GPS, 1.3"", 360*360, TFT-LCD, 46.4*10.80 mm/44.71g, Время заряда батареи около 2 часов, GPS, GLONASS, BDS, Galileo, QZSS, BLE 5.0, Влагозащита 5ATM, G-Sensor/PPG Heart Rate Sensor, Приложение Maimo Fit, Функция измерения уровня кислорода в крови, Мониторинг сердцебиения, Мониторинг женского здоровья, 115 фитнес программ, Отделка из нержавеющей стали, 280 mAh, Золотистый","29489","39990","",">60",""
"38431","KW66","Смарт часы Imilab KW66","Смарт часы, Imilab, KW66, HD сенсорный дисплей 1,28"", 240240 пикселей, 265 ppi, акселерометр, шагомер (STK8321), пульсометр (VC31), Bluetooth 5.0 (LE), 340 мАч, Li-Pol, 30 дней работа от одного заряда, 13 спортивных режимов, Круглосуточный био-трэкер, IP68, Металлический корпус, Силиконовый ремешок, Функционирует через приложение GloryFit, Черный","20345","26990","",">100",""
"38767","WT2105","Смарт часы 70Mai Maimo Rose Gold","Смарт часы, 70Mai, Maimo WT2105, Сенсорный экран 1,69"" TFT-LCD, Вес 24 гр., Водонепроницаемость 5 АТМ, Алюминиевый Сплав, Силиконовый ремешок, G-датчик, Датчик частоты сердечных сокращений PPG, BT5.0 BLE, Батарея 300 мАч, Магнитный способ зарядки, Время работы 10 дней (стандартное использование), 21 день (базовый режим), Android 6.0+, iOS 9.0+, Совместимо с Maimo App, Белый силиконовый ремешок, Rose Gold","19041","22990","",">50",""
"Фитнес браслеты ","","","","","","","",""
"48826","M2225B1","Фитнес браслет Redmi Smart Band 2 Black","Фитнес браслет, Redmi, Smart Band 2, 1.47"" TFT, Разрешение экрана 172 x 320, Аккумулятор 210 мАч, Водонепроницаемость 5 АТМ, Черный","13235","16990","",">50",""
"48863","M2225B1","Фитнес браслет Redmi Smart Band 2 Ivory","Фитнес браслет, Redmi, Smart Band 2, 1.47"" TFT, Разрешение экрана 172 x 320, Аккумулятор 210 мАч, Водонепроницаемость 5 АТМ, Бежевый","13235","16990","","0",""
"43010","M2129B1","Фитнес браслет Xiaomi Mi Smart Band 7","Фитнес браслет, Xiaomi, Mi Smart Band 7, 1.62"" AMOLED, Разрешение экрана 192 x 490, Аккумулятор 180 мАч, Водонепроницаемость 5 АТМ, Черный","21251","22990","",">100",""
"44147","M2141B1","Фитнес браслет Xiaomi Smart Band 7 Pro Black","Фитнес браслет, Xiaomi, Smart Band 7 Pro, 1.64"" AMOLED, Разрешение экрана 280 x 456, Аккумулятор 235 мАч, Водонепроницаемость 5 АТМ, Черный","34412","34990","",">50",""
"44662","M2141B1","Фитнес браслет Xiaomi Smart Band 7 Pro White","Фитнес браслет, Xiaomi, Smart Band 7 Pro, 1.64"" AMOLED, Разрешение экрана 280 x 456, Аккумулятор 235 мАч, Водонепроницаемость 5 АТМ, Белый","34412","34990","",">50",""
"Аксессуары","","","","","","","",""
"44277","M2142AS1","Сменный браслет для Xiaomi Mi Smart Band 7 Blue","Сменный браслет, Xiaomi, Mi Smart Band 7, BHR6200GL, Синий","2450","2990","","97",""
"44286","M2142AS1","Сменный браслет для Xiaomi Mi Smart Band 7 Pink","Сменный браслет, Xiaomi, Mi Smart Band 7, BHR6197GL, Розовый","2450","2990","","14",""
"44287","M2142AS1","Сменный браслет для Xiaomi Mi Smart Band 7 Olive","Сменный браслет, Xiaomi, Mi Smart Band 7, BHR6198GL, Зелёный","2450","2990","","20",""
"44290","M2142AS1","Сменный браслет для Xiaomi Mi Smart Band 7 Orange","Сменный браслет, Xiaomi, Mi Smart Band 7, BHR6202GL, Оранжевый","2450","2990","","91",""
"44165","M2142AS1","Сменный браслет для Xiaomi Mi Smart Band 7 Black","Сменный браслет, Xiaomi, Mi Smart Band 7, BHR6201GL, Чёрный","2450","2990","","115",""
"44278","M2142AS1","Сменный браслет для Xiaomi Mi Smart Band 7 Ivory","Сменный браслет, Xiaomi, Mi Smart Band 7, BHR6199GL, Бежевый","2450","2990","","13",""
"Ноутбуки и аксессуары","","","","","","","",""
"Ноутбуки","","","","","","","",""
"43149","XMA2101-BN","Ноутбук RedmiBook 15 15.6” i3 256GB","Ноутбук, Redmi, RedmiBook 15, XMA2101-BN/JYU4525RU, 15.6"", FHD 1920x1080, IPS, 60Hz, Intel Core i3-1115G4, 8GB DDR4, 256GB SSD Gen3, Intel Iris Xe, Windows 11 Home, Серый","239990","249990","",">50",""
"43165","XMA2101-BN","Ноутбук RedmiBook 15 15.6” i5 512GB","Ноутбук, Redmi, RedmiBook 15, XMA2101-BN/JYU4532RU, 15.6"", FHD 1920x1080, IPS, 60Hz, Intel Core i5-11300H, 8GB DDR4, 512GB SSD Gen3, Intel Iris Xe, Windows 11 Home, Серый","359990","369990","",">50",""
"49478","U4 UD-50RU823SD","Ноутбук Gigabyte U4 UD 14"" FHD i5-1155G7 16GB 512GB DOS","Ноутбук, Gigabyte, U4 UD, UD-50RU823S, RC14UD, 9RC14UD01NG60DRU001, 14"", FHD 1920x1080, IPS, 60Hz, Intel Core i5-1155G7, 16GB DDR4, 512GB SSD Gen3, Intel Iris Xe, DOS, Серый","319990","379990","",">50",""
"50416","G5 MF-E2KZ333SD","Ноутбук Gigabyte G5 MF 15.6"" FHD 144Hz i5-12500H 8GB 512GB RTX4050 DOS","Ноутбук, Gigabyte, G5 MF, G5 MF-E2KZ333SD, 9RC55MF0F8I401KZ000, 15.6"", FHD 1920x1080, IPS, 144Hz, Intel Core i5-12500H, 8GB DDR4, 512GB SSD Gen4, NVIDIA GeForce RTX4050, 6GB GDDR6, DOS, Черный","409990","509990","",">50",""
"49491","AORUS 15 BSF-73KZ754SD","Ноутбук Gigabyte AORUS 15 BSF 15.6"" QHD 165Hz i7-13700H 16GB 1TB RTX4070 DOS","Ноутбук, Gigabyte, AORUS 15 BSF-73KZ754SD, 9RX5LBSFADJA01KZ000, 15.6"", QHD 2560x1440, IPS, 165Hz, Intel Core i7-13700H, 16GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX4070, 8GB GDDR6, DOS, Черный","799990","999990","","11",""
"49492","AORUS 15 BSF-73KZ754SH","Ноутбук Gigabyte AORUS 15 BSF 15.6"" QHD 165Hz i7-13700H 16GB 1TB RTX4070 Win11","Ноутбук, Gigabyte, AORUS 15 BSF-73KZ754SH, 9RX5LBSFADJA41KZ000, 15.6"", QHD 2560x1440, IPS, 165Hz, Intel Core i7-13700H, 16GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX4070, 8GB GDDR6, Windows 11 Home, Черный","849990","1099990","","4",""
"49494","AORUS 17H BXF-74KZ554SH","Ноутбук Gigabyte AORUS 17H BXF 17.3"" FHD 360Hz i7-13700H 16GB 1TB RTX4080 Win11","Ноутбук, Gigabyte, AORUS, 17H BXF-74KZ554SH, 9RX7PBXFBDJA41KZ000, 17.3"", FHD 1920x1080, IPS, 360Hz, Intel Core i7-13700H, 16GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX4080, 12GB GDDR6, Windows 11 Home, Черный","1089990","1399990","","1",""
"47346","9S7-15H112-231","Ноутбук MSI Modern 15 B12M Iris Xe Graphics 15.6"" FHD 512GB Classic Black","Ноутбук, MSI, Modern 15 B12M, 9S7-15H112-231, 15.6"", FHD 1920x1080, IPS, 60Hz, Intel Core i5-1235U, 16GB DDR4, 512GB SSD Gen3, Intel Iris Xe, DOS, Сумка в комплекте, Черный","369990","449990","","5",""
"47355","9S7-16R612-1229","Ноутбук MSI GF63 Thin 11UC RTX3050 Max-Q, GDDR6 4GB 15.6"" FHD 512GB","Ноутбук, MSI, GF63 Thin 11UC, 9S7-16R612-1229, 15.6"", FHD 1920x1080, IPS, 144Hz, Intel Core i5-11400H, 8GB DDR4, 512GB SSD Gen3, NVIDIA GeForce RTX3050, 4GB GDDR6, DOS, Рюкзак в комплекте, Черный","414990","499990","",">50",""
"47356","9S7-17L212-873","Ноутбук MSI Katana GF76 11UC RTX3050, GDDR6 4GB 17.3"" FHD 512GB","Ноутбук, MSI, Katana GF76 11UC, 9S7-17L212-873, 17.3"", FHD 1920x1080, IPS, 144Hz, Intel Core i5-11400H, 16GB DDR4, 512GB SSD Gen3, NVIDIA GeForce RTX3050, 4GB GDDR6, DOS, Рюкзак в комплекте, Черный","479990","579990","",">50",""
"47357","9S7-158422-860","Ноутбук MSI Katana GF66 12UD RTX3050Ti, GDDR6 4GB 15.6"" FHD 512GB","Ноутбук, MSI, Katana GF66 12UD, 9S7-158422-860, 15.6"", FHD 1920x1080, IPS, 240Hz, Intel Core i7-12700H, 16GB DDR4, 512GB SSD Gen3, NVIDIA GeForce RTX3050Ti, 4GB GDDR6, DOS, Рюкзак в комплекте, Черный","576990","679990","",">50",""
"47347","9S7-159231-027","Ноутбук MSI Summit E16FlipEvo A12MT Iris Xe Graphics 16"" FHD Pen Touch 1TB","Ноутбук, MSI, Summit E16 Flip Evo A12MT, 9S7-159231-027, 16"", FHD+ 1920x1200, IPS, 165Hz, Intel Core i7-1280P, 16GB LPDDR5, 1TB SSD Gen4, Intel Iris Xe, DOS, Стилус в комплекте, Черный","699990","849990","","13",""
"47354","9S7-17R111-044","Ноутбук MSI Stealth 17M A12UE RTX 3060 Max-Q, GDDR6 6GB 17.3"" FHD 1TB","Ноутбук, MSI, Stealth 17M A12UE, 9S7-17R111-044, 17.3"", FHD 1920x1080, IPS, 144Hz, Intel Core i7-1280P, 16GB DDR4, 1TB SSD Gen4, NVIDIA GeForce RTX3060, 6GB GDDR6, DOS, Рюкзак в комплекте, Черный","729990","859990","",">50",""
"47358","9S7-17L324-813","Ноутбук MSI Katana GF76 12UEOK RTX3060, GDDR6 6GB Single Zone RGB 17.3"" FHD 512GB","Ноутбук, MSI, Katana GF76 12UEOK, 9S7-17L324-813, 17.3"", FHD 1920x1080, IPS, 144Hz, Intel Core i7-12700H, 16GB DDR5, 512GB SSD Gen4, NVIDIA GeForce RTX3060, 6GB GDDR6, DOS, Рюкзак в комплекте, Черный","719990","849990","","21",""
"47359","9S7-17L384-636","Ноутбук MSI Katana GF76 12UGSZOK RTX3070Ti, GDDR6 8GB Single Zone RGB 17.3"" FHD 1TB","Ноутбук, MSI, Katana GF76 12UGSZOK, 9S7-17L384-636, 17.3"", FHD 1920x1080, IPS, 144Hz, Intel Core i7-12700H, 32GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX3070Ti, 8GB GDDR6, DOS, Рюкзак в комплекте, Черный","969990","1149990","","7",""
"47360","9S7-17L375-637","Ноутбук MSI Pulse GL76 12UGSZOK RTX3070Ti, GDDR6 8GB 17.3"" FHD 1TB","Ноутбук, MSI, Pulse GL76 12UGSZOK, 9S7-17L375-637, 17.3"", FHD 1920x1081, IPS, 144Hz, Intel Core i9-12900H, 32GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX3070Ti, 8GB GDDR6, DOS, Рюкзак в комплекте, Серый","1059990","1249990","","8",""
"48708","RG3050-15KZ31","Ноутбук Dream Machines RG3050-15KZ31 15.6"" FHD 144Hz i5-12500H 16GB 512GB RTX3050 DOS","Ноутбук, Dream Machines, RG3050-15KZ31, 15.6"", FHD 1920x1080, WVA, 144Hz, Intel Core i5-12500H, 16GB DDR4, 512GB SSD Gen3, NVIDIA GeForce RTX3050, 4GB GDDR6, DOS, Черный","434990","499990","","14",""
"48712","RG3050Ti-15KZ31","Ноутбук Dream Machines RG3050Ti-15KZ31 15.6"" FHD 144Hz i5-12500H 16GB 512GB RTX3050Ti DOS","Ноутбук, Dream Machines, RG3050Ti-15KZ31, 15.6"", FHD 1920x1080, WVA, 144Hz, Intel Core i5-12500H, 16GB DDR4, 512GB SSD Gen3, NVIDIA GeForce RTX3050Ti, 4GB GDDR6, DOS, Черный","470990","554990","","8",""
"48713","RG3050Ti-15KZ33","Ноутбук Dream Machines RG3050Ti-15KZ33 15.6"" FHD 144Hz i5-12500H 16GB 1TB RTX3050Ti DOS","Ноутбук, Dream Machines, RG3050Ti-15KZ33, 15.6"", FHD 1920x1080, WVA, 144Hz, Intel Core i5-12500H, 16GB DDR4, 1TB SSD Gen3, NVIDIA GeForce RTX3050Ti, 4GB GDDR6, DOS, Черный","479990","569990","","8",""
"48717","RG3060-15KZ50","Ноутбук Dream Machines RG3060-15KZ50 15.6"" FHD 144Hz i7-12700H 16GB 1TB RTX3060 DOS","Ноутбук, Dream Machines, RG3060-15KZ50, 15.6"", FHD 1920x1080, WVA, 144Hz, Intel Core i7-12700H, 16GB DDR4, 1TB SSD Gen3, NVIDIA GeForce RTX3060, 6GB GDDR6, DOS, Черный","567490","679990","","0",""
"48720","RT3060-15KZ50","Ноутбук Dream Machines RT3060-15KZ50 15.6"" FHD 144Hz R7 6800H 16GB 1TB RTX3060 DOS","Ноутбук, Dream Machines, RT3060-15KZ50, 15.6"", FHD 1920x1080, WVA, 144Hz, AMD Ryzen 7 6800H, 16GB DDR5, 1TB SSD Gen3, NVIDIA GeForce RTX3060, 6GB GDDR6, DOS, Черный","612990","719990","","3",""
"48719","RS3070-15KZ50","Ноутбук Dream Machines RS3070-15KZ50 15.6"" FHD 144Hz i7-12700H 16GB 1TB RTX3070Ti DOS","Ноутбук, Dream Machines, RS3070-15KZ50, 15.6"", FHD 1920x1080, WVA, 144Hz, Intel Core i7-12700H, 16GB DDR5, 1TB SSD Gen3, NVIDIA GeForce RTX3070Ti, 8GB GDDR6, DOS, Черный","842990","999990","","2",""
"45481","RZ09-0410AE22-R3E1","Ноутбук RAZER Blade 15 Base Model 15.6"" Core i7 512 Gb RTX 3060","Ноутбук, Razer, Blade 15 Base Model, RZ09-0410AE22-R3E1, 15.6"", FHD 1920x1080, IPS, 144Hz, Intel Core i7-11800H, 16GB DDR4, 512GB SSD Gen3, NVIDIA GeForce RTX3060, 6GB GDDR6, Windows 10 Home, Не локализован, Черный","949990","949990","","5",""
"45482","RZ09-0421EED3-R3E1","Ноутбук RAZER Blade 15 15.6"" Core i7 1TB RTX 3060","Ноутбук, Razer, Blade 15, RZ09-0421EED3-R3E1, 15.6"", QHD 2560x1440, IPS, 240Hz, Intel Core i7-12800H, 16GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX3060, 6GB GDDR6, Windows 11 Home, Не локализован, Черный","1299990","1299990","",">50",""
"45534","RZ09-0423EED3-R3E1","Ноутбук RAZER Blade 17 17.3"" Core i7 1TB RTX 3060","Ноутбук, Razer, Blade 17, RZ09-0423EED3-R3E1, 17.3"", QHD 2560x1440, IPS, 240Hz, Intel Core i7-12800H, 16GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX3060, 6GB GDDR6, Windows 11 Home, Не локализован, Черный","1449990","1449990","","34",""
"45535","RZ09-0423QEF3-R3E1","Ноутбук RAZER Blade 17 17.3"" Core i9 1TB RTX 3070","Ноутбук, Razer, Blade 17, RZ09-0423QEF3-R3E1, 17.3"", UHD 3840x2160, IPS, 144Hz, Intel Core i9-12900H, 32GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX3070Ti, 8GB GDDR6, Windows 11 Home, Не локализован, Черный","1999990","1999990","","1",""
"Охлаждающие подставки","","","","","","","",""
"16135","N200 DP-N11N-N200","Охлаждающая подставка для ноутбука Deepcool N200 15,6""","Охлаждающая подставка для ноутбука, Deepcool, N200 DP-N11N-N200, 15.6"", Вентилятор 12см, 1000±10%RPM, USB 2.0, 22,7дБл, Габариты 340.5х310,5х59мм, Чёрный","3695","4900","","0",""
"16124","WIND PAL MINI DP-N114L-WDMI","Охлаждающая подставка для ноутбука Deepcool WIND PAL MINI 15 ,6""","Охлаждающая подставка для ноутбука, Deepcool, WIND PAL MINI DP-N114L-WDMI, 15.6"", Вентилятор 14см LED, 1000±10%RPM, Сквозной USB 2.0, 21,6дБл, Габариты 340х250х25мм, Чёрный","3749","4900","","0",""
"16122","U PAL DP-N214A5_UPAL","Охлаждающая подставка для ноутбука Deepcool U PAL 15,6""","Охлаждающая подставка для ноутбука, Deepcool, U PAL DP-N214A5_UPAL, 15.6"", Вентилятор 2*14см, 1000±10%RPM, Сквозной USB 2.0, 26,3дБл, Габариты 390х280х27,5мм, Чёрный","6211","7900","","0",""
"16133","N180 FS DP-N123-N180FS","Охлаждающая подставка для ноутбука Deepcool N180 FS 17""","Охлаждающая подставка для ноутбука, Deepcool, N180 FS DP-N123-N180FS, 17"", Вентилятор 18см, 1500±10%RPM, Cквозной USB 2.0, 30,3дБл, Габариты 380х296х46мм, Чёрный","6478","8900","",">50",""
"16118","N8 DP-N24N-N8SR","Охлаждающая подставка для ноутбука Deepcool N8 Silver 17""","Охлаждающая подставка для ноутбука, Deepcool, N8 Silver DP-N24N-N8SR, 17"", Вентилятор 2*14см, 1000±10%RPM, 4*USB 2.0, 25,1дБл, Габариты 380х278х55мм, Серебристый","11992","15900","",">50",""
"16119","N8 BLACK DP-N24N-N8BK","Охлаждающая подставка для ноутбука Deepcool N8 Black 17""","Охлаждающая подставка для ноутбука, Deepcool, N8 Black DP-N24N-N8BK, 17"", Вентилятор 2*14см, 1000±10%RPM, 4*USB 2.0, 25,1дБл, Габариты 380х278х55мм, Чёрный","12742","16900","",">50",""
"28237","DP-N222-N80RGB","Охлаждающая подставка для ноутбука Deepcool N80 RGB 17""","Охлаждающая подставка для ноутбука, Deepcool, N80 RGB DP-N222-N80RGB, 17"", Вентилятор 2*14см, 800±10%RPM, 2*USB 3.0, 23.3дБл, Габариты 427х316х25мм, Чёрный","14456","18900","","0",""
"32700","X6","Охлаждающая подставка для ноутбука X-Game X6 15,6""","Охлаждающая подставка для ноутбука, X-Game, X6, 15,6"", Вентилятор 2*12см, 1000±10%-1400RPM, USB 2.0*2, Габариты 370х265х55мм, Чёрный","4390","7174","","0",""
"32699","X8","Охлаждающая подставка для ноутбука X-Game X8 15,6""","Охлаждающая подставка для ноутбука, X-Game, X8, 15,6"", Вентилятор 6*7см, 1800±10%RPM, USB 2.0, Габариты 365х297х30мм, Чёрный","6692","10708","",">50",""
"32697","X3","Охлаждающая подставка для ноутбука X-Game X3 17""","Охлаждающая подставка для ноутбука, X-Game, X3, 17"", Вентилятор 4*12см/1*7см, 1300±10% - 2500RPM, USB 2.0*2, Габариты 430х304х36мм, Чёрный","6960","11778","",">50",""
"32698","X7","Охлаждающая подставка для ноутбука X-Game X7 19""","Охлаждающая подставка для ноутбука, X-Game, X7, 19"", Вентилятор 3*12см/3*7см, 1400±10% - 2500RPM, USB 2.0*2, Габариты 435х350х35мм, Чёрный","9851","13707","",">50",""
"37896","NBH-1","Подставка для ноутбука Brateck NBH-1","Подставка для ноутбука, Brateck, NBH-1, VESA 75x75, 300x265x20 мм, нагрузка 9 кг, черный","3990","5990","","0",""
"Универсальные зарядные устройства","","","","","","","",""
"12974","NUC-08-100W","Универсальное зарядное устройство для ноутбуков SVC NUC-08-100W","Универсальное зарядное устройство для ноутбуков, SVC, NUC-08-100W, 100Вт, USB 5В(2A), Автоматическая регулировка напряжения, 13 насадок, Индикатор работы, Эргономичный дизайн, Ультра-компактный размер, Чёрный","11007","13906","",">50",""
"Персональные зарядные устройства","","","","","","","",""
"1925","STC-048/9","Зарядное Устройство APPLE STC-048/9 Вход 220V Выход 24V 45W (3 pin Ф9.5*Ф3.5)","Зарядное Устройство, APPLE, STC-048/9, Вход 220V, Выход 24V, 45W, (3 pin, Ф9.5*Ф3.5)","2462","7414","","1",""
"1929","M4328/7","Зарядное Устройство APPLE M4328/7 Вход 220V Выход 24V 48W (3 pin Ф7.7*Ф2.5)","Зарядное Устройство, APPLE, M4328/7, Вход 220V, Выход 24V, 48W, (3 pin, Ф7.7*Ф2.5)","2676","8225","","1",""
"1928","M4328/9","Зарядное Устройство APPLE M4328/9 Вход 220V Выход 24V 48W (3 pin Ф9.5*Ф3.5)","Зарядное Устройство, APPLE, M4328/9, Вход 220V, Выход 24V, 48W, (3 pin, Ф9.5*Ф3.5)","2678","8225","","3",""
"1927","M8482","Зарядное Устройство APPLE M8482 Вход 220V Выход 24V 45W (3 pin Ф7.7*Ф2.5)","Зарядное Устройство, APPLE, M8482, Вход 220V, Выход 24V, 45W, (3 pin, Ф7.7*Ф2.5)","4067","12654","","1",""
"1931","A1021","Зарядное Устройство APPLE A1021 Вход 220V Выход 24.5V 65W (3 pin Ф7.7*Ф2.5)","Зарядное Устройство, APPLE, A1021, Вход 220V, Выход 24.5V, 65W, (3 pin, Ф7.7*Ф2.5)","4282","14417","","2",""
"8301","DLHP-70-4817","Персональное зарядное устройство HP 18.5V/3.5A 65W Штекер 4.75*4.2*1.75","Персональное зарядное устройство, HP, DLHP-70-4817, 18.5V/3.5A 65W 4.75*4.2*1.75, Чёрный","4176","5876","","5",""
"15801","DLHP-35-4817","Персональное зарядное устройство Deluxe DLHP-35-4817","Персональное зарядное устройство, Deluxe, DLHP-35-4817, HP, 18.5V/3.5A 65W 4.8*1.7, Чёрный, Цветная коробка","4147","5288","","5",""
"15802","DLHP-49-4817","Персональное зарядное устройство Deluxe DLHP-49-4817","Персональное зарядное устройство, Deluxe, DLHP-49-4817, HP, 18.5V/4.9A 90W 4.8*1.7, Чёрный, Цветная коробка","4147","5288","","12",""
"9109","","Персональное зарядное устройство HP 19V/7.89A 150W Штекер 7.4*5.0","Персональное зарядное устройство, HP, 19V/7.89A 150W 7.4*5.0 (pin inside), Чёрный","13386","17939","","25",""
"1725","","Зарядное Устройство IBM Вход 220V Выход 16V","Зарядное Устройство, IBM, Вход 220V, Выход 16V, Чёрный","1931","3750","","48",""
"9052","","Персональное зарядное устройство IBM 16V/4.2A 67W Штекер 5.5*2.5","Персональное зарядное устройство, IBM, 16V/4.2A 67W 5.5*2.5, Чёрный","3427","5602","",">50",""
"9112","","Персональное зарядное устройство LENOVO 19.5V/7.1A 135W Штекер 6.3*3.0","Персональное зарядное устройство, LENOVO, 19.5V/7.1A 135W 6.3*3.0 (big head), Чёрный","12742","17352","",">50",""
"Сумки и чехлы","","","","","","","",""
"26574","DLNB-01G17.3","Сумка для ноутбука Deluxe Astana 17.3"" (DLNB-01G17.3)","Сумка для ноутбука, Deluxe, Astana 17.3"" (DLNB-01G17.3), 17.3"", Лёгкая, Внешнее отделение на молнии, 1 внутреннее отделение, Полиэстер, Серый","3690","4990","","7",""
"9217","DLNB-101B","Сумка для ноутбука Deluxe Rio 15.6"" (DLNB-101B)","Сумка для ноутбука, Deluxe, Rio 15.6"" (DLNB-101B), 15.6"", Лёгкая, Внешнее отделение на молнии, 1 внутреннее отделение, Полиэстер, Чёрный","2890","4490","","0",""
"9224","DLNB-401B-P17.3","Сумка для ноутбука Deluxe Hamburg 17.3"" (DLNB-401B-P17.3)","Сумка для ноутбука, Deluxe, Hamburg 17.3"" (DLNB-401B-P17.3), 17.3"", Лёгкая, Усиленные ручки, Внешнее отделение на молнии, Органайзер, 2 внутренних отделения, Внутренний карман на молнии, Уплотнённые стенки, Полиэстер, Чёрный","5690","7990","",">50",""
"9223","DLNB-401B-P","Сумка для ноутбука Deluxe Hamburg 15.6"" (DLNB-401B-P)","Сумка для ноутбука, Deluxe, Hamburg 15.6"" (DLNB-401B-P15.6), 15.6"", Лёгкая, Усиленные ручки, Внешнее отделение на молнии, Органайзер, 2 внутренних отделения, Внутренний карман на молнии, Уплотнённые стенки, Полиэстер, Чёрный","4890","6990","",">50",""
"44520","A7955","Сумка для ноутбука Deluxe Athenes 15.6"" (A7955)","Сумка для ноутбука, Deluxe, Athenes 15.6"" (A7955), 15.6"", Лёгкая, Усиленные ручки, Внешнее отделение на молнии, Органайзер, 2 внутренних отделения, карман на молнии, Уплотнённые стенки, Полиэстер, встроенный USB шнур, Серый","7650","10500","",">50",""
"44522","A7919","Сумка для ноутбука Deluxe Ottawa 15.6"" (A7919)","Сумка для ноутбука, Deluxe, Ottawa 15.6"" (A7919), 15.6"", Лёгкая, Усиленные ручки, Внешнее отделение на молнии, Органайзер, 2 внутренних отделения, карман на молнии, Уплотнённые стенки, Полиэстер, встроенный USB шнур, Чёрный","7650","10500","",">50",""
"Устройства безопасности","","","","","","","",""
"Наклейки","","","","","","","",""
"Чистящие средства","","","","","","","",""
"Cерверы","","","","","","","",""
"H3C","","","","","","","",""
"Аксессуарика","","","","","","","",""
"ПО/Гарантия","","","","","","","",""
"Серверы (x86)","","","","","","","",""
"Сетевое","","","","","","","",""
"Готовые решения","","","","","","","",""
"Серверные платформы","","","","","","","",""
"37259","SYS-6029P-TR","Серверная платформа SUPERMICRO SYS-6029P-TR","Серверная платформа, SUPERMICRO, SYS-6029P-TR, 2U, 2xLGA 3647, 16xDDR4, 8x3.5"" Hot-swap, 2x1000W, Black","922426","1291165","","6",""
"39261","SYS-6019P-MTR","Серверная платформа SUPERMICRO SYS-6019P-MTR","Серверная платформа, SUPERMICRO, SYS-6019P-MTR, 1U, 2xLGA 3647, 8xDDR4, 4x3.5"" Hot-swap, 2x800W, Black","737299","958489","","1",""
"39262","SYS-6019P-MT","Серверная платформа SUPERMICRO SYS-6019P-MT","Серверная платформа, SUPERMICRO, SYS-6019P-MT, 1U, 2xLGA 3647, 8xDDR4, 4x3.5"" Hot-swap, 500W, Black","617182","740618","","0",""
"42310","SYS-610C-TR","Серверная платформа SUPERMICRO SYS-610C-TR","Серверная платформа, SUPERMICRO, SYS-610C-TR, 1U, 2xLGA 4189, 16xDDR4, 4x3.5"" Hot-swap, 2x1000W, Black","1016254","1438306","","3",""
"46110","SYS-5019C-M","Серверная платформа SUPERMICRO SYS-5019C-M","Серверная платформа, SUPERMICRO, SYS-5019C-M, 1U, LGA 1151, 4xDDR4, Hot-swap, 1x350W","487930","650574","","0",""
"46111","SYS-1029P-MTR","Серверная платформа SUPERMICRO SYS-1029P-MTR","Серверная платформа, SUPERMICRO, SYS-1029P-MTR, 1U, LGA 3647, 8xDDR4, Hot-swap, 2x850W","794360","1097655","","0",""
"47199","SYS-620P-TR","Серверная платформа SUPERMICRO SYS-620P-TR","Серверная платформа, SUPERMICRO, SYS-620P-TR, 2U, 2x4189, 18xDDR4, 8x3.5"" Hot-swap, 1000W, Black","1170737","1596436","","0",""
"47244","SYS-220U-TNR","Серверная платформа SUPERMICRO SYS-220U-TNR","Серверная платформа, SUPERMICRO, SYS-220U-TNR, 2U, 2x4189, 32xDDR4, 24x2.5"" NVMe/SAS/SATA, 1000W, Black","1660657","1996049","","0",""
"37219","SYS-5019P-M","Серверная платформа SUPERMICRO SYS-5019P-M","Серверная платформа, SUPERMICRO, SYS-5019P-M, 1U, 1x3647, 6xDDR4, 4x3.5"" Hot-swap, 350W, Black","597200","758139","","0",""
"37258","SYS-1029P-WTR","Серверная платформа SUPERMICRO SYS-1029P-WTR","Серверная платформа, SUPERMICRO, SYS-1029P-WTR, 1U, 2xLGA 3647, 12xDDR4, 8x2.5"" Hot-swap, 2x750W, Black","859453","1111536","","0",""
"39259","SYS-6019P-WTR","Серверная платформа SUPERMICRO SYS-6019P-WTR","Серверная платформа, SUPERMICRO, SYS-6019P-WTR, 1U, 2xLGA 3647, 12xDDR4, 4x3.5"" Hot-swap, 2x750W, Black","899700","1176674","","0",""
"49234","SSG-6029P-E1CR12H","Серверная платформа SUPERMICRO SSG-6029P-E1CR12H","Серверная платформа, SUPERMICRO, SSG-6029P-E1CR12H, 2U, 2x3647, 16xDDR4, 12x3.5"" SAS expander, 1200W, Black","1475529","2044224","","10",""
